Lead_ID,Acquisition_Channel,Current_Stage,Annual_Contract_Value_USD,Creation_Date,Days_to_Close,Close_Date
10374,Outbound,Negotiation & ROI,25604.96,2025-08-08,,
10400,Outbound,Negotiation & ROI,27531.52,2025-07-26,,
10416,Outbound,Negotiation & ROI,24365.85,2025-08-31,,
10422,Outbound,Negotiation & ROI,23412.4,2025-05-11,,
10426,Outbound,Negotiation & ROI,33754.52,2025-12-02,,
10427,Outbound,Negotiation & ROI,24447.56,2025-11-12,,
10452,Outbound,Negotiation & ROI,26102.53,2025-04-26,,
10453,Outbound,Negotiation & ROI,28121.29,2025-01-23,,
10458,Outbound,Negotiation & ROI,30193.51,2025-07-01,,
10463,Outbound,Negotiation & ROI,19460.28,2025-06-12,,
10464,Outbound,Negotiation & ROI,23714.04,2025-03-08,,
10482,Outbound,Negotiation & ROI,26197.95,2025-01-02,,
10485,Outbound,Negotiation & ROI,25872.89,2025-11-08,,
10492,Outbound,Negotiation & ROI,22213.62,2025-08-18,,
10495,Outbound,Negotiation & ROI,23713.46,2025-03-12,,
10539,Outbound,Negotiation & ROI,28872.28,2025-02-17,,
10550,Outbound,Negotiation & ROI,26977.16,2025-09-13,,
10553,Outbound,Negotiation & ROI,29856.36,2025-04-04,,
10556,Outbound,Negotiation & ROI,29090.13,2025-06-27,,
10568,Outbound,Negotiation & ROI,25836.4,2025-10-18,,
10596,Outbound,Negotiation & ROI,25653.41,2025-12-28,,
10649,Outbound,Negotiation & ROI,23240.75,2025-04-30,,
10659,Outbound,Negotiation & ROI,22901.76,2025-06-08,,
10675,Outbound,Negotiation & ROI,20405.39,2025-11-08,,
10686,Outbound,Negotiation & ROI,19072.11,2025-02-14,,
10698,Outbound,Negotiation & ROI,19678.09,2025-08-08,,
10701,Outbound,Negotiation & ROI,25321.17,2025-05-13,,
10714,Outbound,Negotiation & ROI,24334.34,2025-07-02,,
10767,Outbound,Negotiation & ROI,18416.85,2025-09-02,,
10775,Outbound,Negotiation & ROI,21846.34,2025-03-19,,
10778,Outbound,Negotiation & ROI,24574.73,2025-05-02,,
10779,Outbound,Negotiation & ROI,25406.69,2025-12-25,,
10787,Outbound,Negotiation & ROI,21281.31,2025-05-21,,
10793,Outbound,Negotiation & ROI,22430.95,2025-02-19,,
10816,Outbound,Negotiation & ROI,26406.93,2025-03-07,,
10840,Outbound,Negotiation & ROI,23400.73,2025-04-02,,
10846,Outbound,Negotiation & ROI,25580.14,2025-04-18,,
10858,Outbound,Negotiation & ROI,29620.97,2025-01-10,,
10862,Outbound,Negotiation & ROI,26147.96,2025-01-21,,
10919,Outbound,Negotiation & ROI,24471.66,2025-11-05,,
10928,Outbound,Negotiation & ROI,22985.46,2025-01-05,,
10929,Outbound,Negotiation & ROI,24835.66,2025-03-09,,
10969,Outbound,Negotiation & ROI,24923.52,2025-12-23,,
11015,Outbound,Negotiation & ROI,23848.38,2025-12-23,,
11044,Outbound,Negotiation & ROI,21091.47,2025-12-01,,
11052,Outbound,Negotiation & ROI,31294.66,2025-06-22,,
11054,Outbound,Negotiation & ROI,26773.41,2025-01-28,,
11076,Outbound,Negotiation & ROI,23916.97,2025-06-29,,
11081,Outbound,Negotiation & ROI,25656.89,2025-05-25,,
11115,Outbound,Negotiation & ROI,33781.81,2025-03-20,,
11126,Outbound,Negotiation & ROI,23445.79,2025-11-08,,
11135,Outbound,Negotiation & ROI,23028.6,2025-03-25,,
11139,Outbound,Negotiation & ROI,23093.38,2025-01-08,,
11177,Outbound,Negotiation & ROI,30014.04,2025-12-13,,
11183,Outbound,Negotiation & ROI,24295.23,2025-07-04,,
11207,Outbound,Negotiation & ROI,28733.7,2025-09-13,,
11212,Outbound,Negotiation & ROI,20366.7,2025-09-01,,
11215,Outbound,Negotiation & ROI,23196.62,2025-04-15,,
11219,Outbound,Negotiation & ROI,25409.79,2025-06-18,,
11225,Outbound,Negotiation & ROI,24630.59,2025-01-01,,
11256,Outbound,Negotiation & ROI,25122.77,2025-12-12,,
11271,Outbound,Negotiation & ROI,22173.82,2025-03-27,,
11275,Outbound,Negotiation & ROI,24036.52,2025-01-27,,
11286,Outbound,Negotiation & ROI,25583.0,2025-10-23,,
11293,Outbound,Negotiation & ROI,24046.72,2025-12-08,,
11300,Outbound,Negotiation & ROI,23725.51,2025-09-13,,
11304,Outbound,Negotiation & ROI,25208.01,2025-09-15,,
11345,Outbound,Negotiation & ROI,21164.94,2025-11-30,,
11352,Outbound,Negotiation & ROI,25401.88,2025-01-10,,
11406,Outbound,Negotiation & ROI,23286.45,2025-05-27,,
11452,Outbound,Negotiation & ROI,30858.75,2025-09-02,,
11457,Outbound,Negotiation & ROI,24930.85,2025-07-01,,
11479,Outbound,Negotiation & ROI,27951.56,2025-05-13,,
11480,Outbound,Negotiation & ROI,25377.66,2025-10-08,,
11483,Outbound,Negotiation & ROI,22319.21,2025-10-05,,
11490,Outbound,Negotiation & ROI,24903.17,2025-10-03,,
11496,Outbound,Negotiation & ROI,26181.62,2025-05-02,,
11501,Outbound,Negotiation & ROI,24447.9,2025-01-25,,
11509,Outbound,Negotiation & ROI,24350.43,2025-09-27,,
11535,Outbound,Negotiation & ROI,25220.01,2025-10-30,,
11538,Outbound,Negotiation & ROI,26481.93,2025-02-19,,
11548,Outbound,Negotiation & ROI,25170.23,2025-12-18,,
11557,Outbound,Negotiation & ROI,29346.46,2025-01-17,,
11558,Outbound,Negotiation & ROI,24054.75,2025-07-21,,
11580,Outbound,Negotiation & ROI,28636.39,2025-06-21,,
11589,Outbound,Negotiation & ROI,28700.22,2025-06-07,,
11591,Outbound,Negotiation & ROI,23836.37,2025-06-07,,
11596,Outbound,Negotiation & ROI,26857.1,2025-12-27,,
11626,Outbound,Negotiation & ROI,20365.19,2025-12-04,,
11662,Outbound,Negotiation & ROI,23006.05,2025-04-16,,
11680,Outbound,Negotiation & ROI,24705.07,2025-08-12,,
11704,Outbound,Negotiation & ROI,24021.3,2025-11-26,,
11710,Outbound,Negotiation & ROI,24615.21,2025-09-07,,
11740,Outbound,Negotiation & ROI,24055.93,2025-09-28,,
11783,Outbound,Negotiation & ROI,25436.28,2025-12-07,,
11833,Outbound,Negotiation & ROI,24934.43,2025-11-26,,
11861,Outbound,Negotiation & ROI,29409.35,2025-01-15,,
11876,Outbound,Negotiation & ROI,25563.4,2025-01-23,,
11877,Outbound,Negotiation & ROI,22638.48,2025-04-14,,
11878,Outbound,Negotiation & ROI,25610.08,2025-08-29,,
11923,Outbound,Negotiation & ROI,23364.74,2025-03-14,,
11947,Outbound,Negotiation & ROI,23041.15,2025-05-31,,
11954,Outbound,Negotiation & ROI,25429.92,2025-02-03,,
11958,Outbound,Negotiation & ROI,22914.55,2025-10-14,,
11983,Outbound,Negotiation & ROI,19110.13,2025-03-27,,
11988,Outbound,Negotiation & ROI,27579.5,2025-04-22,,
12033,Outbound,Negotiation & ROI,18628.02,2025-03-27,,
12042,Outbound,Negotiation & ROI,21495.47,2025-10-03,,
12046,Outbound,Negotiation & ROI,25972.11,2025-05-31,,
12056,Outbound,Negotiation & ROI,21603.55,2025-07-08,,
12059,Outbound,Negotiation & ROI,24734.37,2025-12-09,,
12071,Outbound,Negotiation & ROI,17948.63,2025-09-23,,
12102,Outbound,Negotiation & ROI,25327.25,2025-08-21,,
12143,Outbound,Negotiation & ROI,20958.24,2025-11-03,,
12147,Outbound,Negotiation & ROI,24097.52,2025-10-21,,
12149,Outbound,Negotiation & ROI,25560.97,2025-12-26,,
12161,Outbound,Negotiation & ROI,21266.54,2025-03-07,,
12203,Outbound,Negotiation & ROI,27636.89,2025-12-13,,
12231,Outbound,Negotiation & ROI,26496.65,2025-12-12,,
12246,Outbound,Negotiation & ROI,28006.71,2025-05-09,,
12253,Outbound,Negotiation & ROI,21237.52,2025-11-06,,
12320,Outbound,Negotiation & ROI,26196.98,2025-05-11,,
12364,Outbound,Negotiation & ROI,19851.9,2025-06-17,,
12389,Outbound,Negotiation & ROI,23692.63,2025-03-08,,
12411,Outbound,Negotiation & ROI,25102.82,2025-09-27,,
12431,Outbound,Negotiation & ROI,26644.2,2025-07-22,,
12478,Outbound,Negotiation & ROI,28464.08,2025-11-16,,
12485,Outbound,Negotiation & ROI,23225.82,2025-02-01,,
12489,Outbound,Negotiation & ROI,28320.13,2025-06-10,,
12493,Outbound,Negotiation & ROI,24963.87,2025-06-20,,
12497,Outbound,Negotiation & ROI,25481.95,2025-06-15,,
12500,Outbound,Negotiation & ROI,30062.64,2025-04-20,,
12520,Outbound,Negotiation & ROI,22788.91,2025-09-23,,
12542,Outbound,Negotiation & ROI,24322.58,2025-05-13,,
12560,Outbound,Negotiation & ROI,23074.82,2025-04-27,,
12574,Outbound,Negotiation & ROI,15866.03,2025-10-26,,
12590,Outbound,Negotiation & ROI,24647.0,2025-10-18,,
12598,Outbound,Negotiation & ROI,23579.06,2025-12-17,,
12606,Outbound,Negotiation & ROI,19786.59,2025-04-01,,
12632,Outbound,Negotiation & ROI,23334.16,2025-09-26,,
12649,Outbound,Negotiation & ROI,27795.0,2025-04-28,,
12650,Outbound,Negotiation & ROI,26186.12,2025-03-28,,
12660,Outbound,Negotiation & ROI,25234.02,2025-12-19,,
12664,Outbound,Negotiation & ROI,19492.69,2025-05-16,,
12665,Outbound,Negotiation & ROI,29165.99,2025-09-04,,
12673,Outbound,Negotiation & ROI,22683.42,2025-12-03,,
12690,Outbound,Negotiation & ROI,24968.6,2025-11-26,,
12736,Outbound,Negotiation & ROI,23898.29,2025-03-25,,
12746,Outbound,Negotiation & ROI,25586.21,2025-02-06,,
12747,Outbound,Negotiation & ROI,30755.82,2025-09-29,,
12750,Outbound,Negotiation & ROI,25886.54,2025-06-01,,
12757,Outbound,Negotiation & ROI,25751.88,2025-01-19,,
12809,Outbound,Negotiation & ROI,26829.64,2025-10-01,,
12827,Outbound,Negotiation & ROI,22396.07,2025-01-15,,
12839,Outbound,Negotiation & ROI,21742.76,2025-12-02,,
12887,Outbound,Negotiation & ROI,21061.09,2025-11-16,,
12892,Outbound,Negotiation & ROI,22804.43,2025-08-29,,
12937,Outbound,Negotiation & ROI,24987.78,2025-02-05,,
12954,Outbound,Negotiation & ROI,27706.81,2025-06-16,,
12956,Outbound,Negotiation & ROI,26629.1,2025-06-03,,
12981,Outbound,Negotiation & ROI,24257.99,2025-10-15,,
12989,Outbound,Negotiation & ROI,24483.88,2025-03-11,,
10042,Outbound,Prospecting,25058.14,2025-01-27,,
10097,Outbound,Prospecting,27770.53,2025-07-04,,
10302,Outbound,Prospecting,26615.3,2025-12-26,,
10403,Outbound,Prospecting,20253.33,2025-09-29,,
10432,Outbound,Prospecting,25048.08,2025-07-01,,
10527,Outbound,Prospecting,20118.99,2025-02-21,,
10574,Outbound,Prospecting,28246.34,2025-12-27,,
10610,Outbound,Prospecting,26283.44,2025-11-18,,
10650,Outbound,Prospecting,23140.68,2025-03-06,,
10710,Outbound,Prospecting,23100.31,2025-12-14,,
10804,Outbound,Prospecting,32502.7,2025-04-04,,
10806,Outbound,Prospecting,23938.94,2025-06-13,,
10914,Outbound,Prospecting,19771.16,2025-12-25,,
10915,Outbound,Prospecting,23177.29,2025-02-07,,
10925,Outbound,Prospecting,28030.82,2025-12-25,,
10971,Outbound,Prospecting,25175.11,2025-11-24,,
11036,Outbound,Prospecting,24760.27,2025-03-04,,
11060,Outbound,Prospecting,17480.29,2025-07-22,,
11176,Outbound,Prospecting,16301.46,2025-01-19,,
11250,Outbound,Prospecting,29869.77,2025-11-04,,
11315,Outbound,Prospecting,25005.93,2025-08-08,,
11328,Outbound,Prospecting,26794.3,2025-05-27,,
11354,Outbound,Prospecting,24000.89,2025-08-04,,
11387,Outbound,Prospecting,26655.89,2025-09-06,,
11405,Outbound,Prospecting,28269.71,2025-06-26,,
11422,Outbound,Prospecting,22387.82,2025-06-25,,
11472,Outbound,Prospecting,30602.39,2025-01-12,,
11579,Outbound,Prospecting,24444.71,2025-05-28,,
11678,Outbound,Prospecting,25545.97,2025-01-31,,
11690,Outbound,Prospecting,22534.56,2025-07-13,,
11700,Outbound,Prospecting,17145.6,2025-06-27,,
11718,Outbound,Prospecting,26007.9,2025-03-02,,
11760,Outbound,Prospecting,22280.05,2025-06-02,,
11792,Outbound,Prospecting,27421.14,2025-05-15,,
11842,Outbound,Prospecting,23590.71,2025-08-18,,
11921,Outbound,Prospecting,22751.75,2025-12-29,,
11933,Outbound,Prospecting,22840.03,2025-07-09,,
11991,Outbound,Prospecting,26000.11,2025-12-10,,
12135,Outbound,Prospecting,28284.4,2025-02-14,,
12205,Outbound,Prospecting,29339.69,2025-04-14,,
12241,Outbound,Prospecting,30736.02,2025-01-16,,
12265,Outbound,Prospecting,27307.09,2025-04-21,,
12314,Outbound,Prospecting,23334.67,2025-04-05,,
12388,Outbound,Prospecting,27061.72,2025-02-08,,
12403,Outbound,Prospecting,23828.77,2025-03-28,,
12423,Outbound,Prospecting,23843.52,2025-04-05,,
12459,Outbound,Prospecting,25474.28,2025-06-22,,
12460,Outbound,Prospecting,25100.33,2025-12-06,,
12571,Outbound,Prospecting,23629.91,2025-12-17,,
12578,Outbound,Prospecting,22083.11,2025-09-28,,
12594,Outbound,Prospecting,27122.78,2025-06-05,,
12699,Outbound,Prospecting,25119.14,2025-03-22,,
12793,Outbound,Prospecting,24780.68,2025-07-08,,
12798,Outbound,Prospecting,18851.58,2025-06-30,,
12812,Outbound,Prospecting,29047.41,2025-09-17,,
12831,Outbound,Prospecting,27917.33,2025-07-15,,
12899,Outbound,Prospecting,28218.79,2025-07-14,,
12922,Outbound,Prospecting,26448.37,2025-09-12,,
12934,Outbound,Prospecting,26925.68,2025-04-22,,
12945,Outbound,Prospecting,24356.39,2025-03-31,,
12983,Outbound,Prospecting,28897.45,2025-06-29,,
10046,Outbound,Technical Demo,28607.35,2025-08-03,,
10071,Outbound,Technical Demo,20813.65,2025-07-12,,
10076,Outbound,Technical Demo,26956.99,2025-08-26,,
10077,Outbound,Technical Demo,29281.92,2025-09-26,,
10082,Outbound,Technical Demo,22588.15,2025-12-02,,
10094,Outbound,Technical Demo,25723.72,2025-05-08,,
10102,Outbound,Technical Demo,26859.22,2025-09-02,,
10107,Outbound,Technical Demo,29052.56,2025-03-20,,
10130,Outbound,Technical Demo,22521.66,2025-07-13,,
10131,Outbound,Technical Demo,22938.96,2025-08-03,,
10137,Outbound,Technical Demo,25440.81,2025-06-07,,
10138,Outbound,Technical Demo,23433.61,2025-04-14,,
10147,Outbound,Technical Demo,22955.86,2025-05-21,,
10157,Outbound,Technical Demo,25682.49,2025-03-21,,
10208,Outbound,Technical Demo,20799.79,2025-01-01,,
10219,Outbound,Technical Demo,25720.62,2025-08-06,,
10275,Outbound,Technical Demo,28145.45,2025-02-04,,
10276,Outbound,Technical Demo,26463.32,2025-06-11,,
10277,Outbound,Technical Demo,22797.3,2025-09-02,,
10280,Outbound,Technical Demo,27200.64,2025-10-07,,
10288,Outbound,Technical Demo,26194.44,2025-02-16,,
10311,Outbound,Technical Demo,24488.84,2025-06-08,,
10323,Outbound,Technical Demo,21350.26,2025-10-29,,
10326,Outbound,Technical Demo,25058.37,2025-04-30,,
10327,Outbound,Technical Demo,24584.46,2025-09-03,,
10332,Outbound,Technical Demo,20976.81,2025-04-20,,
10338,Outbound,Technical Demo,25867.55,2025-10-17,,
10341,Outbound,Technical Demo,26828.58,2025-03-28,,
10346,Outbound,Technical Demo,28111.48,2025-09-15,,
10353,Outbound,Technical Demo,27868.89,2025-03-10,,
10392,Outbound,Technical Demo,24791.1,2025-12-11,,
10398,Outbound,Technical Demo,25293.48,2025-03-13,,
10415,Outbound,Technical Demo,24627.14,2025-12-08,,
10421,Outbound,Technical Demo,26554.31,2025-09-20,,
10433,Outbound,Technical Demo,27383.8,2025-07-25,,
10439,Outbound,Technical Demo,25929.68,2025-02-08,,
10448,Outbound,Technical Demo,25047.09,2025-09-30,,
10475,Outbound,Technical Demo,28479.52,2025-11-18,,
10484,Outbound,Technical Demo,26512.86,2025-10-22,,
10497,Outbound,Technical Demo,26800.64,2025-07-03,,
10502,Outbound,Technical Demo,24229.16,2025-03-25,,
10505,Outbound,Technical Demo,20806.58,2025-12-10,,
10545,Outbound,Technical Demo,20588.53,2025-11-18,,
10551,Outbound,Technical Demo,28080.68,2025-08-31,,
10566,Outbound,Technical Demo,27276.47,2025-08-20,,
10579,Outbound,Technical Demo,24182.77,2025-08-30,,
10609,Outbound,Technical Demo,21838.49,2025-09-20,,
10624,Outbound,Technical Demo,27684.73,2025-04-16,,
10628,Outbound,Technical Demo,24175.46,2025-09-21,,
10631,Outbound,Technical Demo,25185.65,2025-01-02,,
10637,Outbound,Technical Demo,23533.34,2025-06-29,,
10660,Outbound,Technical Demo,25485.1,2025-09-22,,
10687,Outbound,Technical Demo,23289.06,2025-11-17,,
10693,Outbound,Technical Demo,24467.21,2025-07-10,,
10712,Outbound,Technical Demo,23376.98,2025-02-27,,
10713,Outbound,Technical Demo,27267.0,2025-12-01,,
10739,Outbound,Technical Demo,29546.33,2025-04-12,,
10741,Outbound,Technical Demo,23879.89,2025-09-28,,
10743,Outbound,Technical Demo,24490.44,2025-05-19,,
10750,Outbound,Technical Demo,26351.84,2025-10-24,,
10760,Outbound,Technical Demo,28064.87,2025-02-18,,
10794,Outbound,Technical Demo,23165.1,2025-01-14,,
10803,Outbound,Technical Demo,24518.74,2025-10-24,,
10832,Outbound,Technical Demo,27240.94,2025-06-10,,
10839,Outbound,Technical Demo,24991.64,2025-05-04,,
10849,Outbound,Technical Demo,30700.81,2025-04-09,,
10861,Outbound,Technical Demo,22738.41,2025-06-20,,
10874,Outbound,Technical Demo,25661.75,2025-05-29,,
10878,Outbound,Technical Demo,25113.09,2025-11-03,,
10882,Outbound,Technical Demo,25279.48,2025-06-01,,
10885,Outbound,Technical Demo,24494.85,2025-02-07,,
10887,Outbound,Technical Demo,26171.1,2025-07-04,,
10891,Outbound,Technical Demo,22180.1,2025-07-29,,
10895,Outbound,Technical Demo,25983.43,2025-02-12,,
10905,Outbound,Technical Demo,31254.14,2025-10-07,,
10942,Outbound,Technical Demo,33472.99,2025-05-02,,
10952,Outbound,Technical Demo,25143.48,2025-04-30,,
10957,Outbound,Technical Demo,21195.59,2025-03-28,,
10982,Outbound,Technical Demo,26194.14,2025-10-17,,
10985,Outbound,Technical Demo,26351.49,2025-10-29,,
10986,Outbound,Technical Demo,24214.73,2025-07-03,,
11002,Outbound,Technical Demo,24428.66,2025-04-04,,
11018,Outbound,Technical Demo,22070.8,2025-12-01,,
11026,Outbound,Technical Demo,24005.71,2025-11-20,,
11038,Outbound,Technical Demo,20129.85,2025-11-07,,
11041,Outbound,Technical Demo,27092.76,2025-06-26,,
11057,Outbound,Technical Demo,19758.33,2025-01-27,,
11059,Outbound,Technical Demo,20123.37,2025-07-15,,
11063,Outbound,Technical Demo,24145.49,2025-01-30,,
11065,Outbound,Technical Demo,34294.9,2025-07-09,,
11094,Outbound,Technical Demo,19976.59,2025-09-03,,
11109,Outbound,Technical Demo,26075.03,2025-08-15,,
11125,Outbound,Technical Demo,18329.28,2025-10-04,,
11128,Outbound,Technical Demo,23105.69,2025-02-12,,
11144,Outbound,Technical Demo,22059.81,2025-02-07,,
11153,Outbound,Technical Demo,20563.67,2025-01-13,,
11175,Outbound,Technical Demo,24471.6,2025-03-04,,
11190,Outbound,Technical Demo,25483.9,2025-07-15,,
11192,Outbound,Technical Demo,25245.97,2025-06-16,,
11194,Outbound,Technical Demo,22417.81,2025-09-21,,
11201,Outbound,Technical Demo,25308.75,2025-08-02,,
11223,Outbound,Technical Demo,26592.68,2025-11-02,,
11226,Outbound,Technical Demo,26807.74,2025-07-19,,
11238,Outbound,Technical Demo,23223.28,2025-11-21,,
11243,Outbound,Technical Demo,26340.95,2025-09-06,,
11246,Outbound,Technical Demo,26869.26,2025-12-23,,
11262,Outbound,Technical Demo,26556.38,2025-04-22,,
11269,Outbound,Technical Demo,21657.76,2025-04-28,,
11282,Outbound,Technical Demo,28282.54,2025-04-02,,
11294,Outbound,Technical Demo,25349.74,2025-04-08,,
11305,Outbound,Technical Demo,27587.63,2025-07-13,,
11317,Outbound,Technical Demo,20964.96,2025-08-05,,
11330,Outbound,Technical Demo,27167.34,2025-06-11,,
11338,Outbound,Technical Demo,23507.94,2025-09-27,,
11344,Outbound,Technical Demo,22687.54,2025-03-23,,
11363,Outbound,Technical Demo,25216.46,2025-12-20,,
11378,Outbound,Technical Demo,22819.77,2025-11-08,,
11385,Outbound,Technical Demo,27467.05,2025-06-18,,
11434,Outbound,Technical Demo,23164.72,2025-05-11,,
11438,Outbound,Technical Demo,26315.24,2025-06-23,,
11450,Outbound,Technical Demo,24083.67,2025-07-22,,
11454,Outbound,Technical Demo,22753.6,2025-11-17,,
11470,Outbound,Technical Demo,21708.57,2025-12-20,,
11471,Outbound,Technical Demo,31875.73,2025-01-31,,
11495,Outbound,Technical Demo,20721.95,2025-01-20,,
11507,Outbound,Technical Demo,22732.15,2025-04-27,,
11510,Outbound,Technical Demo,22182.28,2025-05-07,,
11525,Outbound,Technical Demo,29169.29,2025-08-29,,
11546,Outbound,Technical Demo,24449.42,2025-09-18,,
11550,Outbound,Technical Demo,25557.51,2025-03-20,,
11563,Outbound,Technical Demo,21427.25,2025-11-02,,
11566,Outbound,Technical Demo,21597.94,2025-07-27,,
11583,Outbound,Technical Demo,28303.99,2025-04-30,,
11584,Outbound,Technical Demo,27149.02,2025-11-20,,
11606,Outbound,Technical Demo,23665.58,2025-10-25,,
11618,Outbound,Technical Demo,22837.09,2025-11-27,,
11620,Outbound,Technical Demo,21886.03,2025-01-13,,
11621,Outbound,Technical Demo,20938.74,2025-05-22,,
11633,Outbound,Technical Demo,29170.77,2025-01-16,,
11634,Outbound,Technical Demo,30362.04,2025-01-02,,
11641,Outbound,Technical Demo,28356.68,2025-05-28,,
11643,Outbound,Technical Demo,24484.98,2025-02-04,,
11646,Outbound,Technical Demo,25193.52,2025-04-07,,
11649,Outbound,Technical Demo,31173.43,2025-04-10,,
11657,Outbound,Technical Demo,27527.54,2025-01-07,,
11660,Outbound,Technical Demo,24988.59,2025-08-08,,
11664,Outbound,Technical Demo,27427.79,2025-02-14,,
11683,Outbound,Technical Demo,26093.68,2025-04-02,,
11707,Outbound,Technical Demo,26516.01,2025-01-22,,
11709,Outbound,Technical Demo,19300.99,2025-05-02,,
11714,Outbound,Technical Demo,22305.92,2025-05-17,,
11727,Outbound,Technical Demo,22905.21,2025-03-10,,
11733,Outbound,Technical Demo,21376.72,2025-09-22,,
11734,Outbound,Technical Demo,27427.34,2025-09-28,,
11758,Outbound,Technical Demo,28962.99,2025-03-03,,
11767,Outbound,Technical Demo,24800.65,2025-12-01,,
11787,Outbound,Technical Demo,16889.96,2025-07-12,,
11812,Outbound,Technical Demo,24467.52,2025-02-21,,
11818,Outbound,Technical Demo,26745.35,2025-10-22,,
11819,Outbound,Technical Demo,24951.33,2025-02-10,,
11832,Outbound,Technical Demo,29414.76,2025-07-29,,
11858,Outbound,Technical Demo,25807.54,2025-08-06,,
11860,Outbound,Technical Demo,21466.72,2025-09-27,,
11862,Outbound,Technical Demo,23133.19,2025-10-17,,
11870,Outbound,Technical Demo,25175.35,2025-07-03,,
11880,Outbound,Technical Demo,27887.51,2025-07-23,,
11883,Outbound,Technical Demo,27302.44,2025-10-29,,
11886,Outbound,Technical Demo,32096.22,2025-11-03,,
11900,Outbound,Technical Demo,26371.64,2025-07-26,,
11905,Outbound,Technical Demo,26147.3,2025-12-02,,
11916,Outbound,Technical Demo,22190.22,2025-07-23,,
11929,Outbound,Technical Demo,27499.47,2025-10-17,,
11939,Outbound,Technical Demo,25722.63,2025-08-06,,
11943,Outbound,Technical Demo,27808.17,2025-01-10,,
11945,Outbound,Technical Demo,25091.43,2025-09-07,,
11946,Outbound,Technical Demo,22308.24,2025-11-22,,
11950,Outbound,Technical Demo,25804.15,2025-05-08,,
11960,Outbound,Technical Demo,22891.27,2025-05-29,,
11974,Outbound,Technical Demo,21510.87,2025-06-25,,
11984,Outbound,Technical Demo,26382.47,2025-05-22,,
11987,Outbound,Technical Demo,30233.75,2025-02-20,,
11989,Outbound,Technical Demo,26704.82,2025-09-28,,
11990,Outbound,Technical Demo,28259.14,2025-03-06,,
11996,Outbound,Technical Demo,24329.58,2025-10-25,,
12007,Outbound,Technical Demo,33806.22,2025-01-08,,
12008,Outbound,Technical Demo,21916.23,2025-06-01,,
12020,Outbound,Technical Demo,22701.03,2025-02-16,,
12025,Outbound,Technical Demo,26038.35,2025-06-27,,
12052,Outbound,Technical Demo,24203.22,2025-06-27,,
12062,Outbound,Technical Demo,23178.22,2025-07-19,,
12072,Outbound,Technical Demo,30018.6,2025-04-01,,
12083,Outbound,Technical Demo,20728.13,2025-03-23,,
12097,Outbound,Technical Demo,24481.46,2025-07-09,,
12122,Outbound,Technical Demo,19822.69,2025-06-04,,
12130,Outbound,Technical Demo,30539.19,2025-05-02,,
12153,Outbound,Technical Demo,25540.88,2025-12-04,,
12180,Outbound,Technical Demo,29017.98,2025-07-11,,
12185,Outbound,Technical Demo,21734.77,2025-05-16,,
12189,Outbound,Technical Demo,25772.12,2025-01-08,,
12193,Outbound,Technical Demo,18902.94,2025-10-23,,
12194,Outbound,Technical Demo,21035.33,2025-04-16,,
12196,Outbound,Technical Demo,21606.8,2025-04-14,,
12197,Outbound,Technical Demo,24798.17,2025-12-27,,
12211,Outbound,Technical Demo,28899.96,2025-12-23,,
12228,Outbound,Technical Demo,25291.47,2025-05-25,,
12260,Outbound,Technical Demo,27887.04,2025-06-28,,
12262,Outbound,Technical Demo,28220.87,2025-08-03,,
12274,Outbound,Technical Demo,27330.8,2025-04-09,,
12279,Outbound,Technical Demo,25874.14,2025-01-26,,
12313,Outbound,Technical Demo,27393.93,2025-11-05,,
12341,Outbound,Technical Demo,20883.76,2025-08-18,,
12351,Outbound,Technical Demo,22661.87,2025-09-25,,
12359,Outbound,Technical Demo,23569.37,2025-02-28,,
12374,Outbound,Technical Demo,23837.11,2025-10-24,,
12379,Outbound,Technical Demo,22062.1,2025-11-17,,
12390,Outbound,Technical Demo,22475.65,2025-07-28,,
12393,Outbound,Technical Demo,29026.54,2025-06-01,,
12400,Outbound,Technical Demo,24446.35,2025-10-12,,
12406,Outbound,Technical Demo,23166.47,2025-09-01,,
12413,Outbound,Technical Demo,25929.18,2025-03-18,,
12455,Outbound,Technical Demo,18804.09,2025-05-12,,
12469,Outbound,Technical Demo,25418.96,2025-06-20,,
12474,Outbound,Technical Demo,25470.47,2025-11-03,,
12514,Outbound,Technical Demo,23112.89,2025-08-20,,
12518,Outbound,Technical Demo,20586.62,2025-07-28,,
12521,Outbound,Technical Demo,28170.17,2025-01-20,,
12544,Outbound,Technical Demo,22888.25,2025-07-15,,
12565,Outbound,Technical Demo,22526.16,2025-05-29,,
12583,Outbound,Technical Demo,21646.22,2025-07-18,,
12584,Outbound,Technical Demo,29617.59,2025-07-28,,
12623,Outbound,Technical Demo,28933.49,2025-11-22,,
12631,Outbound,Technical Demo,28178.7,2025-10-10,,
12638,Outbound,Technical Demo,23483.53,2025-10-14,,
12648,Outbound,Technical Demo,26191.14,2025-11-16,,
12668,Outbound,Technical Demo,29096.58,2025-07-17,,
12671,Outbound,Technical Demo,24670.41,2025-10-21,,
12688,Outbound,Technical Demo,24256.36,2025-04-24,,
12705,Outbound,Technical Demo,22682.37,2025-06-08,,
12723,Outbound,Technical Demo,21832.03,2025-06-27,,
12730,Outbound,Technical Demo,24903.87,2025-02-09,,
12731,Outbound,Technical Demo,21457.08,2025-03-30,,
12752,Outbound,Technical Demo,24063.78,2025-01-20,,
12763,Outbound,Technical Demo,21822.36,2025-06-12,,
